station_id,opis_id,name,address,city,state,rack_id,retail_price,latitude,longitude,location_accuracy,geocode_confidence
7,7,WOODSHED OF BIG CABIN,"I-44, EXIT 283 & US-69",Big Cabin,OK,307,3.00733333,36.607931,-95.274736,city,
9,9,KWIK TRIP #796,"I-94, EXIT 143 & US-12 & SR-21",Tomah,WI,420,3.28733333,43.994833,-90.491704,city,
20,20,PILOT TRAVEL CENTER #1243,"I-8, EXIT 119 & SR-85",Gila Bend,AZ,930,3.899,32.93059,-112.746832,city,
28,28,LITTLEFIELD EXPRESS #2,"I-540, EXIT 12 & US-71",Fort Smith,AR,645,3.399,35.38592,-94.39855,city,
35,35,ACI TRUCK STOP,US-46,Columbia,NJ,90,3.079,40.938805,-75.054983,city,
36,36,SHENANDOAH TRUCK CENTER,"I-81, EXIT 273 & SR-703/SR-292",Mount Jackson,VA,60,2.899,38.768819,-78.676655,city,
44,44,CIRCLE K #2612042,"I-35, EXIT 271",Jarrell,TX,595,2.919,30.748406,-97.600833,city,
46,46,PETRO STOPPING CENTER #348,"I-85, EXIT 22 & CR-138",Shorter,AL,720,3.154,32.383585,-85.91616,city,
49,49,TA SEYMOUR TRAVEL CENTER,"I-65, EXIT 50 & US-50 & US-31",Seymour,IN,415,3.959,38.95922,-85.89025,city,
50,50,TA COUNCIL BLUFFS TRAVEL CENTER,"I-29 & I-80, EXIT 3",Council Bluffs,IA,319,3.72566666,41.26194,-95.86083,city,
56,56,TOPS TRUCK STOP,"I-94, EXIT 182 & US-83",Sterling,ND,390,3.51566666,46.843583,-100.274392,city,
75,75,Good 2 Go #709,US-50,Montrose,CO,810,3.424,38.47832,-107.87617,city,
77,77,OASIS TRAVEL PLAZA,US-13,Laurel,DE,243,3.229,38.553695,-75.563052,city,
79,79,DELAWARE TRUCK PLAZA,US-13 & US-40,New Castle,DE,243,3.249,39.67703,-75.589938,city,
81,81,One9 #89,"I-75, EXIT 224",Ellenton,FL,225,3.439,27.53818,-82.5006,city,
85,85,DOWNIEVILLE FUEL STOP,"I-70, EXIT 234",Dumont,CO,800,3.459,39.764722,-105.599722,city,
91,91,MOLLYS FOOD & FUEL,"I-20 & ST 22, EXIT 55",Crawfordville,GA,135,3.499,33.570801,-82.887234,city,
105,105,TA SAGINAW I 75 TRAVEL CENTER,"I-75, EXIT 144-B",Bridgeport,MI,260,3.319,43.355309,-83.854906,city,
118,118,Lupton Truck Stop #567,"I-40, EXIT 359",Lupton,AZ,580,3.299,35.4086,-109.07,city,
121,121,PETRO STOPPING CENTER #306,"I-10, EXIT 200",Eloy,AZ,930,3.474,32.7559,-111.55484,city,
127,127,CIRCLE K #4700095,US-41,Henderson,KY,340,3.609,37.83615,-87.59001,city,
128,128,THE EFFINGHAM CHROME SHOP,"I-57 & I-70, EXIT 159",Effingham,IL,510,3.399,39.121727,-88.561105,city,
135,135,LOVES TRAVEL STOP #766,"I-80, EXIT 27",Atkinson,IL,290,3.449,41.41619,-90.022482,city,
147,147,SPEEDWAY #8039,"I-69, EXIT 234 & SR-67",Daleville,IN,375,3.624,40.125738,-85.511016,city,
149,149,RAYS TRUCK WASH,"I-69, EXIT 309 & US-30",Fort Wayne,IN,370,3.59233333,41.1306,-85.12886,city,
151,151,CUBBYS #2101,"I-80, EXIT 211 & SR-47",Gothenburg,NE,475,3.13233333,40.940035,-100.154707,city,
159,159,PILOT TRAVEL CENTERS #87,"I-10, EXIT 343",Jacksonville,FL,75,3.859,30.33218,-81.65565,city,
160,160,PILOT TRAVEL CENTERS #79,"I-12, EXIT 10 AT MILE 10",Denham Springs,LA,600,3.23233333,30.5821,-90.9341,city,
164,164,FLYING J TRAVEL PLAZA #650,"I-94, EXIT 15 B",Lake Station,IN,365,3.809,41.568629,-87.262209,city,
167,167,FLYING J TRAVEL PLAZA #653,RT 2 & I-65 EXIT 240,Hebron,IN,365,3.43566666,41.315537,-87.208791,city,
174,174,Hop-In Food Stores,US-59 & SR-224,Nacogdoches,TX,618,2.859,31.60351,-94.65549,city,
184,184,SAPP BROS TRAVEL CENTER,"I-29 & I-80, EXIT 1B",Council Bluffs,IA,486,3.719,41.26194,-95.86083,city,
186,186,COFFEE CUP FUEL STOP #5,"I-90, EXIT 154 & US-16",Moorcroft,WY,822,3.239,44.299932,-104.905904,city,
187,187,DUDLEYS CORNER,"I-35, EXIT 165 & SR-3",Latimer,IA,433,3.23233333,42.759783,-93.351798,city,
191,191,KUM & GO #0302,"I-35, EXIT 193 & SR 106",Clear Lake,IA,433,3.18566666,43.140607,-93.384978,city,
192,192,Brew Stuart Truckstop,"I-80, EXIT 93",Stuart,IA,320,3.099,41.518643,-94.304563,city,
195,195,PETRO STOPPING CENTER #311,"I-40 & I-55, EXIT 280",West Memphis,AR,435,3.36733333,35.14648,-90.18454,city,
198,198,SINCLAIR,"I-76, EXIT 115",Atwood,CO,800,3.299,40.517432,-103.039301,city,
199,199,PETRO STOPPING CENTER #366,"I-70, EXIT 252",Salina,KS,523,3.80566666,38.84028,-97.61142,city,
203,203,PILOT TRAVEL CENTERS #31,"I-80/94, EXIT 2",Highland,IN,365,3.814,41.55365,-87.45198,city,
207,207,MARATHON,SR-32,Sardinia,OH,300,3.56566666,38.983232,-83.796649,city,
216,216,CIRCLE K #2721593,"I-10, EXIT 50",Ocean Springs,MS,715,3.41566666,30.41131,-88.82781,city,
217,217,NORTH 9TH 24/7,"I-70, EXIT 252",Salina,KS,523,3.02566666,38.84028,-97.61142,city,
231,231,DERBY CITYS TRUCK PLAZA,"I-75, EXIT 62 & US-25",Mount Vernon,KY,410,2.999,37.336609,-84.354882,city,
235,235,PILOT TRAVEL CENTERS #92,"I-75, EXIT 358",Ocala,FL,225,3.385666665,29.1872,-82.14009,city,
240,240,LA 1 SOUTH TRUCKSTOP,"I-10, EXIT 153 & SR-1",Port Allen,LA,600,3.039,30.471983,-91.254088,city,
243,243,SAVE,US-41 & SR-10,Lake Village,IN,399,3.179,41.138741,-87.445422,city,
244,244,BIG D TRUCK TRAVEL PLAZA,"I-10, EXIT 92 & SR-95",Duson,LA,725,2.98233333,30.191216,-92.152455,city,
248,248,Mardi Gras Truck Stop,"I-10, EXIT 236",New Orleans,LA,725,3.729,29.95465,-90.07507,city,
250,250,GOLDEN OX TRUCK STOP,"I-70/US-40, EXIT 159 & US-183",Hays,KS,523,3.499,38.87918,-99.32677,city,
253,253,LOVES TRAVEL STOP #450,"I-40, EXIT 280 & I-55, EXIT 4",West Memphis,AR,435,3.32566666,35.14648,-90.18454,city,
256,256,BFS FOODS #66,"I-68/US-40, EXIT 22 & US-219",Grantsville,MD,165,3.899,39.684436,-79.151665,city,
257,257,PILOT TRAVEL CENTER #917- TOWN PUMP,I-15 & 31ST STREET EXIT 277,Great Falls,MT,815,3.63566666,47.50024,-111.30081,city,
263,263,CASEYS #3956,I-94 EXIT 16,Bridgman,MI,465,3.559,41.936199,-86.554334,city,
267,267,CORNER MARKET #117,SR-154 & SR-129,Dodge City,KS,357,3.399,37.7528,-100.01708,city,
269,269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe,MI,325,3.349,41.91643,-83.39771,city,
278,278,CARLISLE PLAZA,US-41,Carlisle,IN,510,3.499,38.976297,-87.366738,city,
281,281,CIRCLE K #4700065,"I-65, EXIT 76 & US-31",Taylorsville,IN,375,3.399,39.295833,-85.950833,city,
289,289,LOVES TRAVEL STOP #173,"I-70, MM 209",Lawrence,KS,553,3.229,38.97167,-95.23525,city,
292,292,PETES #56,US-169 & CR-5000,Cherryvale,KS,307,3.23233333,37.266828,-95.559019,city,
293,293,LOVES TRAVEL STOP #176,"I-35, MILE MARKER 97",Matfield Green,KS,336,3.25566666,38.144768,-96.554105,city,
304,304,FL Roberts,"I-91, EXIT 4",Springfield,MA,100,3.599,42.10148,-72.58981,city,
309,309,QUIKTRIP #231,"I-635, EXIT 3",Kansas City,KS,400,3.199,39.11417,-94.62746,city,
323,323,SAPP BROS TRAVEL CENTER,"I-80, EXIT 126",Ogallala,NE,475,3.46566666,41.127505,-101.710742,city,
326,326,FLYING J TRAVEL PLAZA #748,"I-15, EXIT 357",Willard,UT,835,3.749,41.398944,-112.031653,city,
341,341,TA JACKSONVILLE SOUTH TRAVEL CENTER,"I-95, EXIT 329",Saint Johns,FL,75,3.469,30.095578,-81.621701,city,
347,347,7-ELEVEN #40514,I-90/80-IN TOLL RD MM 22E,Portage,IN,365,3.99066666,41.57587,-87.17615,city,
358,358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,32,3.719,42.09869,-75.91797,city,
361,361,CIRCLE K #2726293,"I-295, EXIT 25",Jacksonville,FL,75,3.31566666,30.33218,-81.65565,city,
368,368,WILTON TRAVEL PLAZA,"I-87, EXIT 16",Gansevoort,NY,12,3.774,43.180343,-73.705267,city,
372,372,GAS DEPOT,"I-94, EXIT 5",Hammond,IN,365,3.999,41.58337,-87.50004,city,
381,381,7-Eleven #41830,US-69 & US-135,Jacksonville,TX,630,2.91566666,31.96177,-95.270328,city,
387,387,Circle K #2709664,"I-8, EXIT 12",Yuma,AZ,930,3.489,32.72532,-114.6244,city,
388,388,Pilot Travel Centers #14,"I-71, EXIT 131",Sunbury,OH,315,3.719,40.265499,-82.851051,city,
391,391,PILOT TRAVEL CENTERS #13,"I-71, EXIT 209",Seville,OH,305,3.699,41.022731,-81.856199,city,
403,403,TRUCKOMAT OF HEBRON,"I-70, EXIT 126 & SR-37",Hebron,OH,315,3.429,39.953464,-82.491868,city,
407,407,FUEL MART #641,"I-80 & I-280, EXIT 71",Perrysburg,OH,550,3.499,41.557,-83.62716,city,
421,421,PETRO STOPPING CENTER #316,"I-40 & I-35, EXIT 127",Oklahoma City,OK,483,3.30233333,35.46756,-97.51643,city,
424,424,E EXPRESS,"I-40, EXIT 166",Choctaw,OK,483,2.899,35.471758,-97.272564,city,
425,425,Neighbors Express,"I-16, EXIT 51",Dublin,GA,85,3.299,32.54044,-82.90375,city,
442,442,WESTERN COOP,US-385 & SR-2,Alliance,NE,795,3.324,42.114943,-102.888045,city,
455,455,MR FUEL #753,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,180,3.26566666,37.945059,-77.47135,city,
456,456,THE COUNTRY OASIS,US-24,Woodburn,IN,370,3.399,41.136102,-84.892871,city,
458,458,HAPPY HILLS GAS & COFFEE,I-29 EXIT 110,Rock Port,MO,400,3.399,40.430581,-95.527403,city,
460,460,TRUCK STOP 44,I-20 EXIT 44,Gilbert,SC,135,3.079,33.95805,-81.39136,city,
461,461,SPINX #271,"I-26, EXIT 145 & US-601",Orangeburg,SC,42,3.26233333,33.502545,-80.859282,city,
469,469,LOAF N JUG #750010,US-160 & SR-17,Alamosa,CO,803,3.259,37.470274,-105.878602,city,
474,474,KEWANEE 1 STOP,"I-20, EXIT 169 & US-80",Toomsuba,MS,705,3.299,32.429583,-88.489225,city,
478,478,GASTRAK OF PEMBINA,"I-29, EXIT 215",Pembina,ND,355,3.299,48.936124,-97.275611,city,
483,483,ALLSUPS #2387,US-54/SR-136/SR-3 & US-64,Guymon,OK,585,2.97566666,36.696052,-101.47778,city,
486,486,LA NORIA CONV STORES,"I-35 N, EXIT 4",Laredo,TX,693,3.299,27.50641,-99.50754,city,
489,489,EDDIES CORNER,US-87 & US-191,Moore,MT,815,3.749,46.989811,-109.653838,city,
491,491,One9 #403,"I-75, EXIT 117",Heiskell,TN,405,2.999,36.115027,-84.043826,city,
496,496,PILOT TRAVEL CENTERS #270,"I-40 & I-75, EXIT 374",Knoxville,TN,405,3.439,35.96064,-83.92074,city,
509,509,LOVES TRAVEL STOPS #256,"I-10, EXIT 140B",Van Horn,TX,640,3.649,31.042879,-104.832249,city,
522,522,GO MART FOOD STORE #57,"I-70 & ST-285, EXIT 186",Lore City,OH,430,3.179,40.045854,-81.447853,city,
523,523,CIRCLE K #2723322,"I-985, EXIT 20 & SR-60",Gainesville,GA,18,3.26566666,34.29788,-83.82407,city,
525,525,FASTBREAK,US-45 ALT,West Point,MS,705,3.059,33.626496,-88.68226,city,
546,546,PLAZA 30,US-30,Wanatah,IN,365,3.499,41.384477,-86.876439,city,
557,557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.419,41.333021,-89.126478,city,
559,559,SHELL MORGAN ROAD TRUCK STOP,"I-40, EXIT 142",Maumelle,AR,695,3.20733333,34.86676,-92.40432,city,
566,566,TA GARY TRAVEL CENTER,"I-80/I-94, EXIT 6",Gary,IN,365,3.83066666,41.59337,-87.34643,city,
567,567,TA ELOY TRAVEL CENTER,"I-10 & I-8, EXIT 203",Eloy,AZ,930,3.459,32.7559,-111.55484,city,
572,572,PILOT TRAVEL CENTERS #881,"I-69, EXIT 309A",Fort Wayne,IN,370,3.889,41.1306,-85.12886,city,
576,576,PETRO STOPPING CENTER #343,"I-10, EXIT 76",Egan,LA,600,3.624,30.250966,-92.500226,city,
578,578,LOVES TRAVEL STOP #449,"I-84, EXIT 17",Troutdale,OR,935,3.779,45.53929,-122.38731,city,
579,579,FLYING J TRAVEL PLAZA #764,"I-80, EXIT 104 & US-191",Rock Springs,WY,835,3.67066666,41.58746,-109.2029,city,
586,586,AMERISTAR TRAVEL PLAZA #120,"I-82, EXIT 80",Prosser,WA,925,4.479,46.223183,-119.771014,city,
588,588,TA TUSCALOOSA TRAVEL CENTER,"I-20/I-59, EXIT 77",Cottondale,AL,615,2.964,33.176667,-87.387051,city,
591,591,TA Concordia Travel Plaza,"I-70, EXIT 58 & SR-23",Concordia,MO,400,3.22566666,38.977553,-93.581205,city,
599,599,Sapp Bros Travel Center,"I-80, EXIT 59 & SR-17J",Sidney,NE,475,3.50066666,41.142778,-102.9775,city,
602,602,JIFFY MART EXIT 18 TRUCK STOP,"I-89/SR-120, EXIT 18 & SR-120",Lebanon,NH,12,3.599,43.642222,-72.252222,city,
614,614,TA MAYBROOK TRAVEL CENTER,"I-84, EXIT 5",Montgomery,NY,120,4.359,41.53332,-74.253417,city,
628,628,KWIK FILL #227,"I-90, EXIT 218",Geneva,OH,305,3.15233333,41.802864,-80.947363,city,
636,636,UNION 76,"I-5, EXIT 233 E",Albany,OR,935,3.379,44.63651,-123.10593,city,
651,651,ONE9 #1366,"I-40, EXIT 126 & US-641",Holladay,TN,460,2.98566666,35.895143,-88.091183,city,
652,652,TA KNOXVILLE EAST TRAVEL CENTER,"I-40 & I-75, EXIT 374",Knoxville,TN,405,3.42566666,35.96064,-83.92074,city,
669,669,PETRO STOPPING CENTER #350,"I-10, EXIT 4",Canutillo,TX,640,3.499,31.934379,-106.592888,city,
672,672,CROWN POINT TRUCK STOP,"I-295/US-130,EXIT 22",Thorofare,NJ,150,3.549,39.859178,-75.176698,city,
680,680,TA EXPRESS SUMMIT,"I-29, EXIT 207 & US-12",Summit,SD,566,3.20566666,45.352128,-97.042654,city,
684,684,7-ELEVEN #35101,"I-86/SR-17, EXIT 16",Randolph,NY,38,4.499,42.163143,-78.960034,city,
689,689,FLYING EAGLE,"I-235, EXIT 4",Wichita,KS,570,3.499,37.69224,-97.33754,city,
692,692,BP,US-63,Ottumwa,IA,489,3.399,41.02001,-92.4113,city,
739,739,Arco #364420,US-23,Greenup,KY,255,3.649,38.547969,-82.868396,city,
748,748,QUIKTRIP #4231,US-85,Evans,CO,800,3.17233333,40.37637,-104.69219,city,
769,769,AYERCO #26,US-61/US-136,Alexandria,MO,345,3.01566666,40.344514,-91.515437,city,
815,815,Kwik Trip #1508,"US-18/SR-151, EXIT 58",Barneveld,WI,420,3.489,43.015797,-89.904229,city,
855,855,SPEEDWAY #7459,US-41 & SR-137,North Chicago,IL,293,3.379,42.32558,-87.84118,city,
863,863,Ocean Fuel,US-301/SR-73,Sylvania,GA,195,3.499,32.77627,-81.633394,city,
906,906,PILOT TRAVEL CENTERS #429,"I-40, EXIT 280",West Memphis,AR,435,3.395,35.14648,-90.18454,city,
908,908,CIRCLE K #2704888,"I-65, EXIT 246 & SR-119",Pelham,AL,615,3.46566666,33.28567,-86.80999,city,
912,912,PETRO STOPPING CENTER #319,"I-20/59, EXIT 100",Mc Calla,AL,615,3.12566666,33.284546,-87.102379,city,
936,936,CASEYS #4254,"I-40, EXIT 129",Conway,AR,695,3.03233333,35.0887,-92.4421,city,
970,970,CIRCLE K #2702885,"I-17/SR-60, EXIT 199A",Phoenix,AZ,930,3.39233333,33.44838,-112.07404,city,
977,977,PILOT TRAVEL CENTERS #328,"I-10, EXIT 17",Quartzsite,AZ,930,3.959,33.5675,-114.2731,city,
981,981,STINKER #85,"I-15, EXIT 93",Blackfoot,ID,825,3.53233333,43.194327,-112.361545,city,
982,982,CIRCLE K #2701948,"I-8, EXIT 7 & SR-195",Yuma,AZ,900,3.56566666,32.72532,-114.6244,city,
1028,1028,FOUR STATES TRUCK STOP,"I-495, EXIT 4 & SR-9",New Castle,DE,243,3.424,39.67703,-75.589938,city,
1042,1042,Union 76,US-441 & SR-100A,Lake City,FL,75,3.56233333,30.0949,-82.7117,city,
1043,1043,SHELL DBA ONE9 #1401,I-75 EXIT 414 & US-41,Lake City,FL,75,3.2515,30.0949,-82.7117,city,
1047,1047,TA MARIANNA TRAVEL CENTER,"I-10/SR-8, EXIT 142 & SR-71",Marianna,FL,20,3.60733333,30.758587,-85.229367,city,
1075,1075,PILOT TRAVEL CENTERS #68,"I-16 /SR-404, EXIT 51 & US-441",Dublin,GA,85,3.415666665,32.54044,-82.90375,city,
1106,1106,CIRCLE K #2705367,"I-20, EXIT 172",Thomson,GA,16,3.399,33.477363,-82.494204,city,
1112,1112,BC AMPRIDE TRUCK PLAZA,US-59/SR-141,Denison,IA,527,3.399,42.019626,-95.363572,city,
1115,1115,KWIK STAR #704,SR-57/SR-14,Parkersburg,IA,565,3.58233333,42.571377,-92.768763,city,
1121,1121,TRAVELERS OASIS,"I-84, EXIT 182",Eden,ID,787,3.799,42.580374,-114.162762,city,
1128,1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.799,42.446032,-87.904048,city,
1132,1132,SPEEDWAY #7423,"I-57, EXIT 83",Ina,IL,293,3.249,38.152743,-88.889362,city,
1136,1136,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",Oakwood,IL,280,3.499,40.116656,-87.7825,city,
1140,1140,CIRCLE K #4701398,"I-55, EXIT 82 & SR-104",Divernon,IL,280,3.499,39.567684,-89.654654,city,
1149,1149,PILOT TRAVEL CENTERS #30,"I-70, EXIT 96",Greenfield,IN,375,3.959,39.78504,-85.76942,city,
1151,1151,SPEEDWAY #8061,"I-70, EXIT 115 & SR-109",Knightstown,IN,375,3.759,39.806029,-85.526148,city,
1154,1154,CIRCLE K #2704691,SR-71 & CR-214,Cedar Creek,TX,595,3.199,30.096636,-97.497602,city,
1156,1156,CIRCLE K #4700028,"I-74/US-421, EXIT 116 & SR-44",Shelbyville,IN,375,3.599,39.52144,-85.77692,city,
1157,1157,One9 #297,"I-70, EXIT 11 & SR-46",Terre Haute,IN,510,3.43566666,39.4667,-87.41391,city,
1158,1158,PILOT TRAVEL CENTERS #36,US-30 & SR-49,Valparaiso,IN,365,3.864,41.47309,-87.06114,city,
1163,1163,SHORT STOP #13,US-54,Emporia,KS,553,2.839,38.4039,-96.18166,city,
1176,1176,PILOT TRAVEL CENTERS #353,"I-75, EXIT 129",Georgetown,KY,410,3.20566666,38.2098,-84.55883,city,
1179,1179,PILOT TRAVEL CENTERS #399,"I-65, EXIT 105",Lebanon Junction,KY,415,3.609,37.851054,-85.724641,city,
1196,1196,SOUTHERN BELLE TRUCK STOP,US-61 & SR-964,Saint Francisville,LA,725,3.384,30.858658,-91.392266,city,
1199,1199,ALLTOWN MARKETS #306,"I-190, EXIT 7",Leominster,MA,178,3.68233333,42.52509,-71.75979,city,
1202,1202,ONE9 #290,"I-95, EXIT 93 & SR-222",Perryville,MD,22,3.599,39.564894,-76.059227,city,
1204,1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.419,39.121727,-88.561105,city,
1208,1208,D AVENUE FUEL PLAZA,US-131,Kalamazoo,MI,465,3.299,42.29171,-85.58723,city,
1210,1210,ROADHAWK TRAVEL CENTER,"I-94, EXIT 56 & SR-51",Paw Paw,MI,465,3.579,42.234931,-85.900488,city,
1217,1217,KWIK TRIP #250,"I-90, EXIT 179",Austin,MN,515,3.374,43.66663,-92.97464,city,
1218,1218,CASEYS #3658,SR-210,Pillager,MN,522,3.299,46.398395,-94.392287,city,
1225,1225,AYERCO #35,US-61 & US-61 BUS,Bowling Green,MO,494,3.01566666,39.334639,-91.196232,city,
1234,1234,Lamar Travel Plaza,US-71 & US-160,Lamar,MO,416,3.199,37.500221,-94.270253,city,
1236,1236,AYERCO #44,US-36 & US-24,Palmyra,MO,494,3.01566666,39.791309,-91.536817,city,
1240,1240,TEMP STOP #103,US-65,Sedalia,MO,400,3.199,38.70446,-93.22826,city,
1247,1247,SNAPPY MART #11,US-63 & SR-14,West Plains,MO,535,3.299,36.728418,-91.871681,city,
1251,1251,MAPCO #3009,US-72,Corinth,MS,435,3.154,34.93236,-88.543884,city,
1256,1256,DOUBLE QUICK #89,US-82/US-278,Greenville,MS,655,3.25566666,33.40898,-91.05978,city,
1265,1265,JOE JOES TRAVEL CENTER,US-78 & RED BANKS RD S,Red Banks,MS,435,2.97233333,34.875039,-89.519839,city,
1304,1304,LOVES TRAVEL STOP #667,"I-85, EXIT 152",Mebane,NC,65,3.94733333,36.097862,-79.271895,city,
1315,1315,CIRCLE K #2720218,US-421 BUS & US-15/US-501/US-1,Sanford,NC,177,3.08233333,35.47988,-79.1803,city,
1325,1325,SCOTCHMAN #3303,US-421 & US-74,Wilmington,NC,245,3.629,34.22573,-77.94471,city,
1326,1326,SPEEDWAY #7949,US-301/US-264 ALT & CR-1674,Wilson,NC,205,3.199,35.72127,-77.91554,city,
1333,1333,PUMP & PANTRY #15,US-30,Grand Island,NE,330,3.30733333,40.92501,-98.34201,city,
1340,1340,BORDENTOWN VALERO,"NJ TNPK, EXIT 7 & US-206",Bordentown,NJ,230,3.499,40.143141,-74.703249,city,
1342,1342,Delta,"I-80, EXIT 47B",Fairfield,NJ,115,3.20233333,40.882178,-74.296027,city,
1344,1344,BOLLA TRUCK STOP #193,US-202 & SR-17,Mahwah,NJ,115,3.53233333,41.08871,-74.14376,city,
1348,1348,GLOBAL,SR-73,Palmyra,NJ,150,3.359,40.003654,-75.025685,city,
1356,1356,LOVES TRAVEL STOP #257,"I-40 & HORIZON, EXIT 79",Milan,NM,580,3.59066666,35.169722,-107.890278,city,
1364,1364,7- ELEVEN #40507,"I-80/I-90, MM 56 WB",Rolling Prairie,IN,465,3.98233333,41.72286,-86.584092,city,
1372,1372,PILOT TRAVEL CENTER #469,"I-77, EXIT 101 & SR-627",Canton,OH,249,3.62233333,40.79895,-81.37845,city,
1376,1376,FUEL MART #782,"I-75, EXIT 118",Lima,OH,411,3.08566666,40.74255,-84.10523,city,
1379,1379,TA LODI TRAVEL CENTER,"I-71, EXIT 209 & I-76/US-224, EXIT 1",Seville,OH,305,3.739,41.022731,-81.856199,city,
1384,1384,SUNOCO,"I-80/I-90, EXIT 13 & US-20ALT/SR-15",Montpelier,OH,550,3.41566666,41.59821,-84.614703,city,
1391,1391,ONCUE EXPRESS #2045,"I-35, EXIT 203 & SR-15",Billings,OK,500,3.21566666,36.524609,-97.418889,city,
1395,1395,DOMINO FOOD AND FUEL #1,"I-40, EXIT 66",Clinton,OK,483,3.099,35.511543,-98.979533,city,
1404,1404,ONE9 #339,"I-74, EXIT 4 & SR-63",Covington,IN,375,3.26233333,40.132618,-87.381876,city,
1414,1414,SAC SHOP #507,"I-70, EXIT 12/161",Breezewood,PA,14,4.099,39.990521,-78.245271,city,
1424,1424,GETTYSBURG TRAVEL PLAZA,US-15 & SR-394,Gettysburg,PA,70,3.899,39.832044,-77.222313,city,
1428,1428,CIRCLE K #4702408,"I-65, EXIT 168 & SR-38/SR-25",Lafayette,IN,375,3.43233333,40.4167,-86.87529,city,
1432,1432,KWIK FILL #259,"I-81, EXIT 57",Mechanicsburg,PA,70,4.049,40.214167,-77.008889,city,
1444,1444,PILOT TRAVEL CENTERS #346,"I-20, EXIT 92 & US-601",Lugoff,SC,135,3.43233333,34.22961,-80.714712,city,
1445,1445,PILOT TRAVEL CENTERS #402,"I-80, EXIT 367",Cheyenne,WY,795,3.709,41.13998,-104.82025,city,
1447,1447,HOT SPOT #3005,US-221,Chesnee,SC,210,3.199,35.115398,-81.867827,city,
1453,1453,EXPRESS STOP,US-278/SR-101/SR-6 & SR-113,Rockmart,GA,193,3.319,33.997912,-85.05937,city,
1455,1455,PETRO FLORENCE,"I-95, EXIT 169",Florence,SC,46,3.32566666,34.19543,-79.76256,city,
1461,1461,CIRCLE K #2705370,"I-26, EXIT 15 & US-176",Inman,SC,210,3.099,35.052795,-82.054013,city,
1464,1464,CIRCLE K #2723254,"I-20, EXIT 55 & SR-6",Lexington,SC,135,3.199,33.98154,-81.23621,city,
1470,1470,CIRCLE K #2705348,US-1,Beech Island,SC,135,3.159,33.427222,-81.891111,city,
1479,1479,TA SPARTANBURG TRAVEL CENTER,"I-85, EXIT 63 & SR-290",Duncan,SC,210,3.43233333,34.917645,-82.125821,city,
1487,1487,ROADRUNNER MARKET #6019,"I-81, EXIT 36 NORTH",Greeneville,TN,405,3.499,36.16316,-82.83099,city,
1492,1492,MAPCO #3538,"I-24, EXIT 174",Chattanooga,TN,285,2.899,35.04563,-85.30968,city,
1507,1507,CIRCLE K #4703941,"I-55, EXIT 5A",Memphis,TN,435,3.189,35.14953,-90.04898,city,
1516,1516,LOVES TRAVEL STOP #261,I-27 EXIT 116,Amarillo,TX,585,3.23233333,35.222,-101.8313,city,
1531,1531,CircleK #4702365,"I-74, EXIT 112 & SR-9",Shelbyville,IN,375,3.509,39.52144,-85.77692,city,
1533,1533,YESWAY #1157,US-62,Brownfield,TX,700,2.99233333,33.169801,-102.276157,city,
1546,1546,SHELL,"I-35, EXIT 86 & SR-85",Dilley,TX,740,3.099,28.678201,-99.174684,city,
1548,1548,TOOT N TOTUM #107,US-287,Dumas,TX,585,3.03233333,35.86559,-101.97324,city,
1552,1552,STRIPES #40911,US-59 & SR-16,Freer,TX,625,3.099,27.879984,-98.606129,city,
1555,1555,SEIBERT TRAVEL PLAZA,"I-70, EXIT 405 & SR-59",Seibert,CO,800,3.499,39.318329,-102.882184,city,
1560,1560,CATTREZ,US-20 & SR-5,Irving,NY,38,2.949,42.573866,-79.059634,city,
1562,1562,I MART #108,"I-40, EXIT 108",Wildersville,TN,435,3.099,35.769772,-88.438794,city,
1567,1567,KUM & GO #4110,"I-235, EXIT 11",Des Moines,IA,320,3.02733333,41.60054,-93.60911,city,
1579,1579,FLYING J TRAVEL PLAZA #924- TOWN PUMP,"I-15, EXIT 122 & I-90 MM220",Butte,MT,816,3.56566666,46.00382,-112.53474,city,
1582,1582,LOVES TRAVEL STOP #250,I-40 EXIT 60,Amarillo,TX,585,3.314,35.222,-101.8313,city,
1585,1585,Stripes 7Fleet #42498,US-385 & CR-1910,Andrews,TX,710,3.369,32.320125,-102.540926,city,
1590,1590,ROAD RANGER #240,"I-80 & I-94, EXIT 15-A",Lake Station,IN,365,3.559,41.568629,-87.262209,city,
1596,1596,FLYING J #305,"I-40, EXIT 39",Jamestown,NM,580,3.44233333,35.421667,-108.308333,city,
1597,1597,7-ELEVEN #36156,"I-70 & SR-519, EXIT 25/333",Eighty Four,PA,165,4.999,40.186821,-80.062695,city,
1599,1599,ONVO TRAVEL PLAZA,"I-81, EXIT 10",Mc Graw,NY,220,3.449,42.594758,-76.081958,city,
